trip_distance,rate_code,fare_amount,extra,service_tax,tip_amount,tolls_amount,imp_surcharge,Peak Hour Charges,total_amount,total_amount with night charges,City_location_id,dropoff_location_id,year,month,day,day_of_week,hour_of_day,trip_duration,model,passenger_count,City_longitude,Delhi_latitude,dropoff_longitude,dropoff_latitude,Pickup_city,Pickup_State,Time_Category
5,9,1804,39,135,373.92,242.39,86.31,0.8,2681,2144.8,87,68,2022,2,8,Wednesday,11:49 AM,146,AUTO,2,-73.955289,40.720134,-73.938967,40.715343,Jabalpur,Madhya Pradesh,Morning
9.8,8,2501,34,81,6536.8,301.77,82.92,3.3,9537,31472.1,264,264,2019,3,27,Monday,4:04 AM,204,AUTO,1,-74.010347,40.720153,-73.99492,40.769032,Kalyan,Maharashtra,Late_Night
12.19,3,3321,37,51,771.62,275.93,53.12,3.3,4510,14883,138,230,2020,4,5,Wednesday,1:00 AM,74,AUTO,2,-73.99436,40.72039,-73.98577,40.72304,Vasai-Virar,Maharashtra,Late_Night
8.75,9,2337,4,103,637.14,35.75,66.75,2.5,3184,7960,233,195,2022,5,6,Saturday,10:58 PM,151,MINI,1,-74.003605,40.720436,-73.985766,40.759837,Najafgarh,Delhi,Night
5.69,3,1927,5,67,53,234.25,31.92,3.3,2318,7649.4,88,68,2023,6,10,Saturday,12:35 AM,186,AUTO,1,-74.0098,40.7205,-74.009,40.7408,Varanasi,Uttar Pradesh,Late_Night
10.14,4,3239,30,53,669.12,389.5,97.92,2,4479,8958,114,37,2023,3,3,Friday,6:50 PM,100,AUTO,1,-74.010137,40.72059,-73.992062,40.743832,Srinagar,Jammu and Kashmir,Evening
12.29,6,2788,33,91,578.92,297.02,93.62,3.3,3882,12810.6,132,132,2020,8,21,Monday,12:22 AM,202,AUTO,1,-73.99783,40.720728,-74.002718,40.74224,Aurangabad,Maharashtra,Late_Night
8.86,7,2419,7,69,533,272.89,42.5,3.3,3343,11031.9,236,66,2023,1,8,Sunday,12:47 AM,99,AUTO,1,-74.008557,40.72074,-73.981338,40.728984,Dhanbad,Jharkhand,Late_Night
0.29,6,246,29,126,53,327.85,6.12,3.3,788,2600.4,231,231,2023,11,19,Sunday,12:50 AM,171,MINI,1,-74.000694,40.720785,-73.992959,40.74267,Amritsar,Punjab,Late_Night
9.67,10,2706,32,100,328,146.3,71.4,3.3,3384,11167.2,238,138,2020,6,24,Saturday,12:10 AM,92,MINI,4,-74.003848,40.720855,-73.98098,40.668304,Aligarh,Uttar Pradesh,Late_Night
22.39,3,5002,36,122,15313.52,387.63,51.17,1,20912,20912,132,181,2019,11,18,Saturday,1:58 PM,221,AUTO,1,-73.99563,40.720941,-73.961689,40.709743,Guwahati,Assam,AfterNoon
10.72,5,2542,39,79,529.72,54.96,33.04,3.3,3278,10817.4,132,70,2019,11,16,Thrusday,3:56 AM,243,AUTO,1,-73.956829,40.72098,-73.957186,40.732846,Haora,West Bengal,Late_Night
18.35,10,4469,5,101,467.4,39.17,70.96,0.8,5153,4122.4,33,132,2020,11,6,Monday,8:20 AM,180,AUTO,4,-73.987888,40.721048,-73.983132,40.731187,Ranchi,Jharkhand,Morning
8.9,6,2419,43,124,619.1,369.6,81.93,2,3657,7314,249,116,2018,7,4,Tuesday,7:41 PM,103,AUTO,1,-73.988977,40.721068,-73.982368,40.732064,Gwalior,Madhya Pradesh,Evening
7.5,10,1927,7,121,492,238.65,64.76,2.5,2850,7125,138,263,2022,3,4,Saturday,10:48 PM,92,AUTO,1,-73.992445,40.721134,-73.981646,40.714442,Delhi,Delhi,Night
2.65,9,1804,39,114,5653.88,286.98,74.13,3.3,7972,26307.6,231,170,2018,9,14,Thrusday,12:47 AM,94,AUTO,1,-74.005328,40.721161,-73.984595,40.742348,Mumbai,Maharashtra,Late_Night
7.73,3,2419,23,98,6537.62,307.72,69.35,1,9455,9455,234,223,2019,5,22,Monday,1:13 PM,168,AUTO,1,-73.98779,40.721226,-73.992425,40.735723,Kolkata,West Bengal,AfterNoon
16.56,9,4223,13,155,857.72,202.56,59.13,0.8,5510,4408,132,80,2019,6,16,Friday,8:00 AM,149,MINI,1,-73.997845,40.721235,-73.988257,40.764125,Bangalore,Karnataka,Morning
10.79,10,2870,33,153,53,4.45,73.1,3.3,3187,10517.1,138,163,2018,7,11,Tuesday,12:49 AM,290,AUTO,1,-73.844311,40.721319,-73.84161,40.712278,Chennai,Tamil Nadu,Late_Night
7.29,9,1927,48,84,398.52,246.31,37.14,0.8,2741,2192.8,262,87,2023,3,6,Monday,5:47 AM,34,AUTO,1,-74.00009,40.721412,-74.002227,40.729388,Hyderabad,Telangana,Morning
0.18,7,205,10,115,57.4,317.3,13.85,3.3,719,2372.7,263,263,2023,3,7,Tuesday,2:08 AM,108,AUTO,1,-73.98362,40.721473,-74.008707,40.706605,Pune,Maharashtra,Late_Night
18.4,1,4346,6,52,897.9,232.05,27.02,2.5,5561,13902.5,132,89,2018,3,2,Thrusday,9:33 PM,242,MINI,4,-74.00109863,40.72149658,-73.95943451,40.65306473,Ahmedabad,Gujarat,Night
19.3,3,4387,8,121,467.4,150.93,58.56,2,5193,10386,138,155,2023,3,4,Saturday,6:30 PM,254,AUTO,1,-73.986588,40.72165,-74.008005,40.717167,Surat,Gujarat,Evening
20.11,10,4346,29,88,574,254.87,29.13,3.3,5321,17559.3,132,33,2020,2,6,Monday,1:55 AM,244,MINI,6,-73.997507,40.721777,-74.000732,40.676375,Lucknow,Uttar Pradesh,Late_Night
10.7,8,2583,48,132,537.92,311.31,73.74,1,3686,3686,138,181,2018,4,6,Thrusday,3:04 PM,130,AUTO,5,-74.004287,40.72194,-73.998599,40.722939,Jaipur,Rajasthan,AfterNoon
29.78,8,6478,14,146,1448.12,21.42,34.05,0.8,8142,6513.6,264,264,2021,3,7,Tuesday,5:10 AM,166,AUTO,1,-73.985652,40.72212,-73.970955,40.751952,Kanpur,Uttar Pradesh,Morning
6.53,2,1886,6,106,53,318.01,40.83,1,2410,2410,233,13,2020,9,4,Monday,1:48 PM,115,AUTO,2,-73.9996109,40.72214127,-74.0116272,40.7140007,Mirzapur,Uttar Pradesh,AfterNoon
15.61,3,3731,29,85,3533.4,293.06,21.72,0.8,7693,6154.4,132,145,2020,2,24,Friday,6:59 AM,141,AUTO,2,-73.99172,40.72225,-73.984867,40.725832,Nagpur,Maharashtra,Morning
13.97,1,3198,50,56,3353.46,295.01,45.14,3.3,6998,23093.4,132,223,2019,4,25,Tuesday,4:14 AM,156,AUTO,1,-73.997163,40.722312,-73.988537,40.748742,Ghaziabad,Uttar Pradesh,Late_Night
5.33,5,1845,29,158,477.24,186.54,0.19,2,2696,5392,229,87,2023,11,6,Monday,7:52 PM,280,AUTO,1,-73.98642731,40.72238541,-73.99151611,40.73523331,Supaul,Bihar,Evening
5.5,8,1763,19,77,328,135.85,94.56,3.3,2417,7976.1,158,181,2019,3,16,Thrusday,3:07 AM,87,AUTO,3,-73.997032,40.722398,-73.98433,40.754394,Vadodara,Gujarat,Late_Night
9.38,5,3280,13,149,16453,112.81,67.88,0.8,20076,16060.8,68,138,2021,9,13,Wednesday,8:33 AM,109,MINI,1,-73.987243,40.72241,-73.97162,40.76199,Rajkot,Gujarat,Morning
6.3,9,1804,49,106,53,159.37,69.78,2,2241,4482,100,41,2019,3,9,Thrusday,7:17 PM,126,AUTO,1,-73.982334,40.722411,-73.964907,40.755644,Vishakhapatnam,Andhra Pradesh,Evening
6.9,9,2050,25,149,317.34,182.18,57.2,0.8,2781,2224.8,42,246,2021,5,4,Thrusday,7:37 AM,227,AUTO,1,-73.987145,40.722568,-74.005402,40.739583,Indore,Madhya Pradesh,Morning
7.13,3,1927,42,85,398.52,174.67,19.38,1,2647,2647,237,87,2018,3,27,Monday,1:24 PM,195,AUTO,1,-73.997677,40.722583,-73.992827,40.679183,Thane,Maharashtra,AfterNoon
10.7,7,2624,19,52,545.3,92.25,76.21,0.8,3409,2727.2,138,61,2023,3,25,Saturday,5:53 AM,198,AUTO,6,-73.983052,40.722588,-73.988022,40.733738,Bhopal,Madhya Pradesh,Morning
6.7,1,2173,43,134,446.9,307.53,88.75,0.8,3193,2554.4,249,236,2018,8,20,Sunday,11:39 AM,60,AUTO,2,-73.998053,40.722607,-73.96563,40.76218,Pimpri-Chinchwad,Maharashtra,Morning
10.33,1,2501,20,75,6537.62,299.5,98.24,2.5,9531,23827.5,138,237,2022,3,17,Friday,9:14 PM,252,AUTO,1,-73.997887,40.722639,-73.978427,40.754839,Patna,Bihar,Night
9.07,6,2460,11,72,53,47.05,69.43,2,2712,5424,209,226,2020,8,10,Thrusday,4:14 PM,84,AUTO,4,-74.011654,40.722781,-74.011654,40.722781,Bilaspur,Chhattisgarh,Evening
10.99,5,2788,24,126,578.92,1.61,3.16,0.8,3522,2817.6,144,244,2023,9,23,Saturday,5:04 AM,255,MINI,1,-73.985798,40.722886,-73.976439,40.788464,Ludhiana,Punjab,Morning
0.1,6,246,14,97,53,166.4,25.52,0.8,602,481.6,162,162,2020,11,19,Sunday,7:29 AM,292,AUTO,1,-73.988323,40.722913,-74.002315,40.729572,agra,Uttar Pradesh,Morning
17.2,9,4182,18,82,1295.6,317.44,56.04,0.8,5951,4760.8,132,21,2020,3,26,Sunday,11:44 AM,166,AUTO,1,-73.996958,40.722988,-74.005807,40.726383,Madurai,Tamil Nadu,Morning
9.2,6,2378,21,52,53,158.2,14.05,1,2676,2676,138,17,2019,2,12,Sunday,2:11 PM,146,MINI,1,-73.99686,40.72311,-74.00537,40.73235,Jamshedpur,Jharkhand,AfterNoon
5.32,3,2296,29,122,472.32,282.39,87.51,0.8,3289,2631.2,151,68,2022,10,15,Sunday,5:27 AM,169,AUTO,2,-73.989652,40.723147,-73.999933,40.734047,Prayagraj,Uttar Pradesh,Morning
6.4,5,1927,34,97,397.7,69.86,47.54,3.3,2573,8490.9,233,52,2023,10,12,Thrusday,1:45 AM,273,AUTO,5,-73.995781,40.723411,-74.005004,40.71895,Nasik,Maharashtra,Late_Night
8.75,2,2255,44,147,558.42,352.02,83.47,0.8,3440,2752,138,236,2020,3,18,Saturday,6:37 AM,57,AUTO,1,-73.97927856,40.72343826,-74.00460815,40.74694824,Faridabad,Haryana,Morning
5.2,3,2050,22,66,2535,180.19,67,0.8,4920,3936,114,239,2018,11,30,Thrusday,5:57 AM,35,MINI,6,-73.9792099,40.7236824,-74.01746368,40.71139526,Meerut,Uttar Pradesh,Morning
20.19,9,6027,36,79,1912.24,270.76,85.51,3.3,8411,27756.3,164,1,2023,5,13,Saturday,4:09 AM,224,AUTO,1,-73.978991,40.72375,-73.963046,40.711855,Jabalpur,Madhya Pradesh,Late_Night
5.55,9,1927,27,150,53,93.96,37,2.5,2288,5720,91,37,2018,11,19,Sunday,10:50 PM,238,AUTO,1,-73.988081,40.723888,-73.980452,40.716858,Kalyan,Maharashtra,Night
9.47,4,2337,36,144,488.72,66.88,15.53,3.3,3088,10190.4,114,244,2018,3,17,Friday,3:32 AM,117,MINI,5,-73.992131,40.724066,-73.98057,40.762877,Vasai-Virar,Maharashtra,Late_Night
13.42,10,3444,44,102,53,40.23,54.25,1,3737,3737,236,61,2018,7,11,Tuesday,12:59 PM,260,MINI,1,-73.992338,40.724155,-73.931653,40.699268,Najafgarh,Delhi,AfterNoon
4.9,1,2255,8,104,463.3,376.68,13.35,2.5,3220,8050,87,186,2019,3,29,Wednesday,10:35 PM,273,AUTO,6,-73.984833,40.724207,-73.986985,40.733497,Varanasi,Uttar Pradesh,Night
8.03,4,2214,48,53,65.6,339.88,56.62,0.8,2777,2221.6,90,116,2020,1,19,Thrusday,10:00 AM,143,AUTO,1,-73.997631,40.724238,-74.009196,40.710869,Srinagar,Jammu and Kashmir,Morning
7.6,1,1845,0,118,328,203.19,82.21,3.3,2576,8500.8,138,262,2023,3,17,Friday,1:37 AM,79,AUTO,1,-74.004614,40.724284,-73.977553,40.746468,Aurangabad,Maharashtra,Late_Night
4.6,4,1968,50,102,422.3,250.69,92.01,2.5,2885,7212.5,234,43,2021,6,4,Sunday,9:28 PM,120,MINI,1,-73.997892,40.724297,-73.977578,40.786941,Dhanbad,Jharkhand,Night
8.9,6,2419,43,80,738,31.62,72.32,2,3384,6768,162,138,2021,9,14,Thrusday,4:37 PM,134,AUTO,1,-73.990797,40.724355,-74.000062,40.727062,Amritsar,Punjab,Evening
4.1,1,2050,48,114,422.3,95.02,14.52,2,2744,5488,90,263,2020,1,18,Wednesday,5:05 PM,91,AUTO,1,-73.978556,40.724624,-73.988157,40.722875,Aligarh,Uttar Pradesh,Evening
6.4,7,2255,33,120,328,289.68,71.89,2,3098,6196,48,209,2023,10,14,Saturday,7:54 PM,43,AUTO,1,-73.99565,40.724697,-73.959307,40.718364,Guwahati,Assam,Evening
6.3,5,1968,5,84,53,58.47,12.43,0.8,2181,1744.8,234,166,2023,12,11,Monday,9:13 AM,284,AUTO,1,-73.995771,40.724808,-74.000378,40.737541,Haora,West Bengal,Morning
9.2,1,2173,43,154,549.4,254.35,15.82,0.8,3190,2552,138,141,2018,11,6,Monday,11:21 AM,60,SUV,1,-73.978279,40.724843,-74.00277,40.723674,Ranchi,Jharkhand,Morning
11.9,1,3731,49,64,852.8,134.24,94.77,3.3,4926,16255.8,138,100,2019,11,8,Wednesday,12:16 AM,286,MINI,2,-73.981527,40.724907,-73.949038,40.72631,Gwalior,Madhya Pradesh,Late_Night
16.29,1,4182,31,71,943.82,160.59,22.14,1,5411,5411,138,13,2019,3,28,Tuesday,3:13 PM,157,AUTO,1,-73.992318,40.724933,-73.981101,40.741954,Delhi,Delhi,AfterNoon
7.27,6,2091,42,151,344.4,4.51,34.39,1,2667,2667,233,97,2019,8,9,Wednesday,3:48 PM,280,AUTO,1,-73.99247,40.724938,-73.992529,40.718845,Mumbai,Maharashtra,AfterNoon
15,1,3403,36,71,992.2,371.53,83.46,1,4957,4957,100,15,2023,3,18,Saturday,12:09 PM,283,AUTO,1,-73.995732,40.724963,-73.979377,40.751408,Kolkata,West Bengal,AfterNoon
13.57,8,3690,10,60,767.52,351.56,63.9,3.3,4943,16311.9,132,181,2018,8,9,Wednesday,4:59 AM,36,AUTO,1,-73.998456,40.724973,-74.004162,40.742595,Bangalore,Karnataka,Late_Night
5.83,5,1886,3,104,53,299.35,65.32,2.5,2411,6027.5,141,79,2021,3,18,Saturday,10:06 PM,297,MINI,2,-74.007773,40.725133,-73.971308,40.76391,Chennai,Tamil Nadu,Night
4.44,5,1886,33,65,311.6,362.71,11.1,0.8,2669,2135.2,148,100,2022,6,24,Saturday,8:43 AM,72,AUTO,2,-73.999112,40.72521,-74.007372,40.740927,Hyderabad,Telangana,Morning
7.34,1,2255,38,149,472.32,37.69,18.6,0.8,2971,2376.8,209,71,2018,6,5,Monday,10:46 AM,47,MINI,2,-73.992632,40.725333,-73.951342,40.730323,Pune,Maharashtra,Morning
18.5,4,4305,16,121,874.12,320.19,34.51,2,5671,11342,132,33,2018,7,29,Saturday,7:00 PM,39,AUTO,1,-73.992466,40.725432,-73.980528,40.74592,Ahmedabad,Gujarat,Evening
15.7,8,3813,16,57,53,376.43,9.91,1,4325,4325,90,215,2021,2,11,Saturday,12:11 PM,287,AUTO,1,-74.003899,40.725514,-73.976484,40.765537,Surat,Gujarat,AfterNoon
10.46,2,2542,19,114,8253,289.19,17.64,2,11235,22470,138,143,2022,3,25,Saturday,6:48 PM,51,AUTO,1,-73.996439,40.725517,-73.976375,40.751634,Lucknow,Uttar Pradesh,Evening
4.21,3,1845,44,60,53,207.09,85.34,2,2294,4588,100,79,2023,12,14,Thrusday,6:58 PM,20,AUTO,5,-73.993027,40.725563,-73.958591,40.717069,Jaipur,Rajasthan,Evening
9.58,2,2706,18,105,5753.72,316.65,62.86,2.5,8962,22405,161,138,2018,10,11,Wednesday,11:24 PM,70,MINI,1,-73.986585,40.725585,-73.936913,40.793967,Kanpur,Uttar Pradesh,Night
6.33,5,1927,9,82,6153.538,249.73,65.33,1,8487,8487,113,238,2018,11,29,Wednesday,1:37 PM,139,AUTO,1,-73.986681,40.725659,-73.977068,40.754504,Mirzapur,Uttar Pradesh,AfterNoon
5.1,4,1845,44,45,328,347.64,26.21,2,2636,5272,230,7,2018,2,17,Friday,6:08 PM,178,AUTO,1,-74.005448,40.725823,-74.005942,40.725048,Nagpur,Maharashtra,Evening
13.51,4,3854,30,137,878.22,35.34,74.27,0.8,5009,4007.2,186,138,2018,5,2,Tuesday,11:41 AM,221,AUTO,1,-73.994682,40.725855,-73.988762,40.722952,Ghaziabad,Uttar Pradesh,Morning
10.2,10,2542,18,150,537.1,244.3,46.32,0.8,3538,2830.4,246,127,2023,4,5,Wednesday,10:33 AM,114,SEDAN,2,-74.00761,40.725875,-73.867393,40.859275,Supaul,Bihar,Morning
7.4,2,1968,1,45,4535.9,105.59,7.03,0.8,6663,5330.4,236,243,2020,6,26,Monday,7:48 AM,110,AUTO,2,-73.99223,40.725887,-73.993782,40.735277,Vadodara,Gujarat,Morning
8.8,2,2214,11,77,463.3,88.46,24.88,3.3,2879,9500.7,144,129,2023,8,21,Monday,3:57 AM,49,AUTO,1,-73.9884491,40.7259407,-73.989151,40.72842026,Rajkot,Gujarat,Late_Night
8.44,8,2706,7,154,5753.72,85.41,79.17,2,8785,17570,161,243,2021,10,2,Monday,7:39 PM,178,AUTO,1,-73.9778,40.725955,-73.988308,40.749,Vishakhapatnam,Andhra Pradesh,Evening
4.6,2,1927,35,156,4535.9,150.01,64.76,0.8,6869,5495.2,236,148,2021,10,27,Friday,10:50 AM,92,MINI,1,-74.008595,40.726095,-73.94878,40.83145,Indore,Madhya Pradesh,Morning
6.5,7,2009,40,66,53,294.06,50.82,0.8,2513,2010.4,75,68,2022,9,5,Tuesday,8:50 AM,156,AUTO,1,-74.003837,40.726097,-73.992672,40.712895,Thane,Maharashtra,Morning
7.3,10,1886,29,140,397.7,36.45,51.47,3.3,2541,8385.3,231,133,2019,1,16,Monday,12:04 AM,118,MINI,1,-73.983548,40.726099,-73.984399,40.691472,Bhopal,Madhya Pradesh,Late_Night
11.48,9,2952,16,122,697.82,289.28,38.56,2,4116,8232,138,163,2020,4,7,Friday,5:12 PM,45,MINI,1,-73.983403,40.726223,-73.999103,40.761795,Pimpri-Chinchwad,Maharashtra,Evening
10.61,6,2665,29,85,546.12,88.87,13.17,0.8,3427,2741.6,132,92,2019,8,9,Wednesday,11:37 AM,155,AUTO,5,-73.9972229,40.72622681,-73.97862244,40.73443222,Patna,Bihar,Morning
6.8,1,2050,22,139,422.3,164.29,47.28,0.8,2845,2276,161,13,2018,8,21,Monday,6:40 AM,259,SEDAN,1,-74.007458,40.726242,-73.870459,40.762649,Bilaspur,Chhattisgarh,Morning
12.4,7,3690,32,69,844.6,129.96,2.34,2.5,4768,11920,138,162,2022,11,6,Monday,10:39 PM,110,AUTO,1,-74.009602,40.726243,-73.994676,40.750445,Ludhiana,Punjab,Night
3.8,10,2009,9,73,4531.8,260.68,41.95,0.8,6925,5540,238,164,2018,7,17,Monday,8:28 AM,134,AUTO,5,-73.998488,40.726303,-73.998488,40.726303,agra,Uttar Pradesh,Morning
8.37,10,2009,16,74,492,236.4,40.28,2,2868,5736,138,162,2021,11,30,Thrusday,4:11 PM,177,AUTO,1,-73.989393,40.726381,-73.997417,40.714365,Madurai,Tamil Nadu,Evening
8.04,6,2419,23,110,757.68,191.45,67.63,2,3569,7138,230,87,2022,2,14,Tuesday,7:33 PM,193,AUTO,1,-73.989437,40.726382,-73.987778,40.710502,Jamshedpur,Jharkhand,Evening
7.84,5,2583,39,144,546.12,237.25,91.02,0.8,3640,2912,237,13,2023,10,16,Monday,11:29 AM,31,AUTO,1,-74.005683,40.72661,-74.001212,40.756725,Prayagraj,Uttar Pradesh,Morning
7.7,9,2624,16,151,537.92,285.76,77.04,2.5,3692,9230,211,41,2021,10,27,Friday,10:13 PM,169,AUTO,3,-74.002707,40.72664,-73.991825,40.72722,Nasik,Maharashtra,Night
5.9,5,1763,1,69,467.4,65.72,0.8,0.8,2367,1893.6,230,25,2022,3,6,Monday,7:32 AM,285,MINI,5,-73.979952,40.726656,-73.951914,40.813041,Faridabad,Haryana,Morning
21.55,3,6273,46,127,1984.4,92.65,95.2,0.8,8618,6894.4,87,1,2019,4,7,Friday,6:19 AM,140,MINI,1,-74.006462,40.726713,-73.993078,40.731628,Meerut,Uttar Pradesh,Morning
9.77,7,2952,11,133,714.22,150.43,87.87,0.8,4049,3239.2,68,138,2022,6,5,Monday,8:34 AM,275,MINI,1,-73.979995,40.726832,-74.006728,40.739778,Jabalpur,Madhya Pradesh,Morning
8.7,5,2132,0,64,549.4,99.54,24.4,0.8,2869,2295.2,138,140,2022,3,27,Monday,5:06 AM,199,AUTO,1,-73.98906,40.726857,-73.984123,40.743025,Kalyan,Maharashtra,Morning
13.5,1,4018,34,104,918.4,277.64,94.74,2.5,5447,13617.5,161,14,2021,3,6,Monday,11:18 PM,29,AUTO,1,-73.991512,40.726929,-73.977929,40.763074,Vasai-Virar,Maharashtra,Night
10.49,3,2829,26,92,689.62,36.58,42.6,3.3,3716,12262.8,170,138,2023,3,28,Tuesday,4:23 AM,273,AUTO,6,-73.980196,40.726966,-73.956413,40.77547,Najafgarh,Delhi,Late_Night
5.1,2,2665,10,151,545.3,331.81,46.11,0.8,3749,2999.2,114,236,2019,4,3,Monday,9:33 AM,249,AUTO,1,-73.999998,40.727087,-73.992448,40.735602,Varanasi,Uttar Pradesh,Morning
11.95,10,3157,29,71,53,89.84,4.66,3.3,3405,11236.5,138,132,2019,5,7,Sunday,2:01 AM,212,MINI,1,-73.988607,40.727297,-73.899838,40.739502,Srinagar,Jammu and Kashmir,Late_Night
6.27,3,1968,31,45,53,13.56,45.07,3.3,2156,7114.8,263,144,2021,12,12,Tuesday,3:12 AM,221,SUV,1,-74.00331879,40.72745514,-73.96446991,40.76437759,Aurangabad,Maharashtra,Late_Night
10.6,2,2460,39,111,512.5,360.08,9.82,3.3,3492,11523.6,138,33,2021,2,5,Sunday,12:43 AM,293,AUTO,1,-73.998287,40.72749,-73.989854,40.735239,Dhanbad,Jharkhand,Late_Night
9.1,4,2665,26,101,639.6,158.79,49.57,2.5,3640,9100,138,68,2023,10,17,Tuesday,8:37 PM,70,AUTO,1,-74.000552,40.727492,-74.005037,40.719123,Amritsar,Punjab,Night
3.1,4,2665,9,158,546.12,77.4,96.12,2,3552,7104,170,140,2019,11,29,Wednesday,5:53 PM,292,AUTO,1,-73.979542,40.727498,-73.999315,40.730088,Aligarh,Uttar Pradesh,Evening
3.83,6,1886,30,80,3953.32,277.29,78.62,3.3,6305,20806.5,246,237,2023,3,6,Monday,12:20 AM,252,MINI,1,-73.985247,40.727532,-73.979572,40.735312,Guwahati,Assam,Late_Night
7.7,4,2337,22,128,729.8,108.15,47.06,3.3,3372,11127.6,13,112,2021,3,6,Monday,2:10 AM,34,AUTO,1,-74.00722,40.727557,-73.994682,40.750242,Haora,West Bengal,Late_Night
9.2,8,2460,37,80,897.9,340.94,77.18,2,3893,7786,238,138,2021,4,5,Wednesday,5:34 PM,162,AUTO,1,-74.009045,40.727642,-74.001062,40.72406,Ranchi,Jharkhand,Evening
11.3,4,3198,43,122,877.4,290.99,76.91,2.5,4608,11520,246,220,2021,5,14,Sunday,8:01 PM,184,MINI,1,-73.985185,40.72777,-73.980605,40.759143,Gwalior,Madhya Pradesh,Night
9.49,1,2952,0,44,754.4,350.72,54.63,3.3,4156,13714.8,25,143,2020,3,27,Monday,12:02 AM,164,AUTO,5,-73.991218,40.727797,-73.977475,40.738842,Delhi,Delhi,Late_Night
12.6,8,3649,21,59,328,130.49,71.91,1,4259,4259,138,79,2020,10,11,Wednesday,2:36 PM,140,AUTO,1,-73.981947,40.7282,-73.988582,40.759202,Mumbai,Maharashtra,AfterNoon
10.6,3,2624,44,120,492,172.49,86.87,0.8,3539,2831.2,162,138,2019,5,4,Thrusday,5:56 AM,163,AUTO,1,-74.00298,40.728282,-73.970472,40.757417,Kolkata,West Bengal,Morning
11.37,9,2542,25,148,521.52,220.09,17.53,2.5,3474,8685,132,83,2023,3,25,Saturday,9:54 PM,228,AUTO,1,-74.002417,40.728325,-73.991863,40.744282,Bangalore,Karnataka,Night
17.2,10,3936,22,99,815.9,351.94,39.73,0.8,5265,4212,264,264,2021,4,3,Monday,9:21 AM,80,AUTO,2,-73.9879303,40.72850037,-74.00728607,40.72747803,Chennai,Tamil Nadu,Morning
6.5,4,2460,9,52,328,208.59,69.2,1,3127,3127,231,236,2023,12,20,Wednesday,3:35 PM,93,AUTO,1,-74.00007629,40.72861099,-73.98873138,40.72217178,Hyderabad,Telangana,AfterNoon
0.39,1,246,9,116,753.52,151.13,55.61,0.8,1331,1064.8,107,170,2019,9,3,Sunday,10:02 AM,220,AUTO,1,-74.00278,40.728627,-73.991212,40.733435,Pune,Maharashtra,Morning
9.06,8,3198,11,69,747.532,334.1,84.72,2,4444,8888,138,164,2019,10,5,Thrusday,7:00 PM,214,AUTO,1,-73.994218,40.728629,-73.97394,40.753157,Ahmedabad,Gujarat,Evening
15.1,9,3608,37,145,837.22,160.54,52.05,2,4840,9680,234,11,2020,4,3,Monday,4:57 PM,267,AUTO,1,-73.98449707,40.72879791,-73.98408508,40.72538376,Surat,Gujarat,Evening
12.5,2,2952,32,139,713.4,226.89,49.74,1,4113,4113,138,233,2019,6,4,Sunday,1:37 PM,138,AUTO,1,-74.00536,40.728867,-74.008913,40.710907,Lucknow,Uttar Pradesh,AfterNoon
4.74,10,1763,0,107,373.92,249.06,92.16,0.8,2585,2068,90,256,2020,11,28,Tuesday,11:49 AM,127,AUTO,1,-73.99758,40.729132,-73.991998,40.725226,Jaipur,Rajasthan,Morning
9.69,3,2583,6,146,7853.64,172.95,62.61,0.8,10824,8659.2,162,138,2022,6,6,Tuesday,9:01 AM,300,AUTO,1,-73.981154,40.729204,-74.007407,40.74851,Kanpur,Uttar Pradesh,Morning
9.44,3,2337,2,63,574.82,191.11,58.74,1,3227,3227,138,162,2022,1,17,Tuesday,2:06 PM,237,AUTO,1,-73.98694,40.729268,-73.970408,40.752317,Mirzapur,Uttar Pradesh,AfterNoon
20.63,3,6273,43,92,1571.12,76.8,31.25,2,8087,16174,50,1,2021,3,5,Sunday,6:24 PM,74,MINI,2,-73.98721,40.729325,-73.931985,40.697207,Nagpur,Maharashtra,Evening
8.75,4,2173,16,118,455.92,124.67,37.83,1,2925,2925,138,140,2023,3,26,Sunday,12:04 PM,246,AUTO,1,-73.99182892,40.72951889,-73.99404907,40.72274017,Ghaziabad,Uttar Pradesh,AfterNoon
6.37,10,2091,34,143,549.4,66,11.98,0.8,2895,2316,239,179,2021,3,3,Friday,9:24 AM,190,AUTO,2,-73.98384,40.72957,-73.989737,40.725755,Supaul,Bihar,Morning
9.44,6,2214,6,46,455.92,80,13.76,3.3,2816,9292.8,148,138,2020,6,23,Friday,2:32 AM,28,AUTO,1,-74.004935,40.729625,-74.016156,40.71741,Vadodara,Gujarat,Late_Night
4.9,2,1763,25,153,2853.44,370.34,36.1,0.8,5201,4160.8,264,264,2020,6,23,Friday,7:27 AM,209,AUTO,1,-73.97785,40.729675,-74.005877,40.725813,Rajkot,Gujarat,Morning
7.1,10,1968,31,57,2533.36,205.59,42.41,3.3,4837,15962.1,231,162,2022,1,19,Thrusday,12:14 AM,204,AUTO,1,-73.993108,40.729697,-73.988492,40.722757,Vishakhapatnam,Andhra Pradesh,Late_Night
8.5,3,2009,47,100,5953.4,13.75,92.98,0.8,8216,6572.8,138,97,2022,2,7,Tuesday,6:48 AM,74,AUTO,1,-73.980687,40.729712,-73.997015,40.736475,Indore,Madhya Pradesh,Morning
